"TimeCreated","ProviderName","LevelDisplayName","Message"
"21-04-2026 13:30:58","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:58","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 8a292df8-d653-4057-8133-a0701792f912, 1, 1 [(0 )(1 )(2 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(3 )]

"
"21-04-2026 13:30:58","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 86af9220-9d6f-4575-bef0-619a9a6aa005, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:57","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 7ab38a1c-a803-4ca5-8ebb-f8786c4b4faa, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:57","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 77f47589-2212-4e3b-ad27-a900ce813837, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:56","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:56","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:56","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 649fb593-1aea-4f3d-9ede-6d756561a2e5, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:55","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:55","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 537ea5b5-7d50-4876-bd38-a53a77caca32, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:55","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 52287aa3-9945-44d1-9046-7a3373666821, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:54","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 4c1d1588-3088-4796-b3b2-8935f3a0d886, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:54","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 44f73ee6-d2f7-4502-97d5-046e8820662e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:53","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 436366de-5579-4f24-96db-3893e4400030, 1, 1 [(0 )(1 )(2 )(3 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])]

"
"21-04-2026 13:30:53","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:53","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:52","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:52","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:52","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 2fc0111c-bf0b-4bdd-900c-e3c713034746, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:51","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 2f258377-738f-48dd-9397-287e43079958, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:51","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:50","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 28f64a3f-cf84-46da-b1e8-2dfa7750e491, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:50","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:50","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 1cac786a-7f16-4ede-b7fc-cfbce8fe24c7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:49","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:49","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 112b0ed2-cf1a-42ce-a0c2-4ee20b59d267, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:48","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 0cf5c9c4-62d8-42e7-8443-b2715ddae7ba, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:48","Microsoft-Windows-Security-SPP","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
"21-04-2026 13:30:48","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded."
"21-04-2026 13:30:42","Microsoft-Windows-Perflib","Warning","The Open procedure for service ""WmiApRpl"" in DLL ""C:\WINDOWS\system32\wbem\wmiaprpl.dll"" failed with error code The device is not ready.. Performance data for this service will not be available."
"21-04-2026 13:30:42","Microsoft-Windows-Perflib","Warning","The Open procedure for service ""MSDTC"" in DLL ""C:\WINDOWS\system32\msdtcuiu.DLL"" failed with error code The system cannot find the file specified.. Performance data for this service will not be available."
"21-04-2026 13:30:42","Microsoft-Windows-Perflib","Warning","The Open procedure for service ""ESENT"" in DLL ""C:\WINDOWS\system32\esentprf.dll"" failed with error code Access is denied.. Performance data for this service will not be available."
"21-04-2026 13:30:14","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"21-04-2026 13:30:08","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2126-03-28T08:00:08Z. Reason: RulesEngine."
"21-04-2026 13:30:03","Application","Information",
"21-04-2026 13:29:38","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded."
"21-04-2026 13:28:51",".NET Runtime","Error",".NET Runtime version 4.0.30319.0 - There was a failure initializing profiling API attach infrastructure.  This process will not allow a profiler to attach.  HRESULT: 0x80004005.  Process ID (decimal): 25408.  Message ID: [0x2509]."
"21-04-2026 13:28:48","Edge","Information","[17816:7628:0421/132848.677:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete."
"21-04-2026 13:28:18","Microsoft-Windows-IsolatedUserMode","Information","Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS."
"21-04-2026 13:28:06","ELAN/Service",,
"21-04-2026 13:28:06","Microsoft-Windows-DistributedCOM","Warning","The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
"21-04-2026 13:28:06","Microsoft-Windows-DistributedCOM","Warning","The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
"21-04-2026 13:28:06","Microsoft-Windows-Winlogon","Information","The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event."
"21-04-2026 13:28:05","ELAN/Service",,
"21-04-2026 13:28:05","ELAN/Service",,
"21-04-2026 13:28:05","Microsoft-Windows-Winlogon","Information","The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event."
"21-04-2026 13:28:05","Microsoft-Windows-Winlogon","Information","User Logon Notification for Customer Experience Improvement Program"
"21-04-2026 13:28:01","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"21-04-2026 13:28:01","igccservice","Information","PowerEvent handled successfully by the service."
"21-04-2026 13:28:00","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"21-04-2026 13:28:00","igccservice","Information","PowerEvent handled successfully by the service."
"21-04-2026 13:27:59","BTHUSB","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup."
"21-04-2026 13:27:58","BROWSER","Information","The browser has forced an election on network \Device\NetBT_Tcpip_{6A15308C-4FD7-436D-B83D-274F0695A949} because a master browser was stopped."
"21-04-2026 13:27:58","ELAN/Service",,
"21-04-2026 13:27:58","Microsoft-Windows-TPM-WMI","Information","Pre-attestation health checks confirm that the device is expected to pass attestation.
 Please see C:\WINDOWS\Logs\MeasuredBoot\0000000315-0000000001.json for detailed information on what checks were made."
"21-04-2026 13:27:58","Microsoft-Windows-TPM-WMI","Information","Pre-attestation health check detailed information: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}{""Field"":""BootTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true},{""Field"":""CurrentTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true}]}"
"21-04-2026 13:27:58","Microsoft-Windows-Power-Troubleshooter","Information","The system has returned from a low power state.

Sleep Time: ?2026?-?04?-?21T05:38:58.017990900Z
Wake Time: ?2026?-?04?-?21T07:57:56.877728500Z

Wake Source: Unknown"
"21-04-2026 13:27:57","Win32k","Information","Touch/Touchpad Hardware Quality Assurance verification succeeded."
"21-04-2026 13:27:57","ELAN/Service",,
"21-04-2026 13:27:57","ELAN/Service",,
"21-04-2026 13:27:57","ELAN/Service",,
"21-04-2026 13:27:57","ELAN/Service",,
"21-04-2026 13:27:57","ELAN/Service",,
"21-04-2026 13:27:57","ELAN/Service",,
"21-04-2026 13:27:57","ELAN/Service",,
"21-04-2026 13:27:57","igccservice","Information","PowerEvent handled successfully by the service."
"21-04-2026 13:27:57","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"21-04-2026 13:27:57","HP Comm Recovery","Information","Resume from Connected Standby"
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 10 to 12.

Reason PolicyChange 

BootId: 270"
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: Lid."
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: Sleep, Hibernate, or Shutdown."
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 9 to 10.

Reason SxTransition 

BootId: 270"
"21-04-2026 13:27:56","Intel-SST-OED","Information","Loaded DSP FW library: \??\C:\WINDOWS\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_10e87c104e5c78d5\adl_sraudio_lib.bin, status = STATUS_SUCCESS."
"21-04-2026 13:27:56","Intel-SST-OED","Information","Loaded DSP FW library: \??\C:\WINDOWS\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_10e87c104e5c78d5\adl_sraudio_lib.bin, status = STATUS_SUCCESS."
"21-04-2026 13:27:56","Intel-SST-OED","Information","Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS."
"21-04-2026 13:27:56","Intel-SST-OED","Information","Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS."
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Boot","Information","Unable to load Pluton-Windows firmware. StatusCode: STATUS_SUCCESS, Reason: Failed to apply firmware."
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Boot","Information","The boot type was 0x1."
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Boot","Information","The boot menu policy was 0x1."
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Boot","Information","The bootmgr spent 0 ms waiting for user input."
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Boot","Information","There are 0x1 boot options on this system."
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-Boot","Information","The firmware reported boot metrics."
"21-04-2026 13:27:56","ELAN/Service",,
"21-04-2026 13:27:56","ELAN/Service",,
"21-04-2026 13:27:56","ELAN/Service",,
"21-04-2026 13:27:56","ELAN/Service",,
"21-04-2026 13:27:56","ELAN/Service",,
"21-04-2026 13:27:56","ELAN/Service",,
"21-04-2026 13:27:56","Win32k","Warning","Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)"
"21-04-2026 13:27:56","Win32k","Warning","Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)"
"21-04-2026 13:27:56","Microsoft-Windows-Kernel-General","Information","The system time has changed to ?2026?-?04?-?21T07:57:56.500000000Z from ?2026?-?04?-?21T05:39:02.690252700Z.
Time Delta: 8333809 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ?2026?-?04?-?21T13:27:56.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
"21-04-2026 11:09:02","Microsoft-Windows-Kernel-Power","Information","The system has resumed from sleep."
"21-04-2026 13:27:56","EventLog","Information","The system uptime is 11998 seconds."
"21-04-2026 11:09:01","ELAN/Service",,
"21-04-2026 11:09:01","ELAN/Service",,
"21-04-2026 11:09:00","ELAN/Service",,
"21-04-2026 11:09:00","ELAN/Service",,
"21-04-2026 11:08:59","ELAN/Service",,
"21-04-2026 11:08:59","ELAN/Service",,
"21-04-2026 11:08:59","ELAN/Service",,
"21-04-2026 11:08:58","Microsoft-Windows-Kernel-Power","Information","The system is entering sleep.

Sleep Reason: Application API"
"21-04-2026 11:08:58","ELAN/Service",,
"21-04-2026 11:08:58","HPTouchpointAnalyticsService","Information","User Logon event fired"
"21-04-2026 11:08:58","ELAN/Service",,
"21-04-2026 11:08:58","ELAN/Service",,
"21-04-2026 11:08:58","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"21-04-2026 11:08:58","igccservice","Information","PowerEvent handled successfully by the service."
"21-04-2026 11:08:58","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 8 to 9.

Reason PolicyChange 

BootId: 270"
"21-04-2026 11:08:58","Microsoft-Windows-Kernel-Power","Information","User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs."
"21-04-2026 11:08:57","Microsoft-Windows-Winlogon","Information","User Logoff Notification for Customer Experience Improvement Program"
"21-04-2026 11:08:57","User32","Information","The process C:\WINDOWS\system32\winlogon.exe (PRIYANSHU) has initiated the power off of computer PRIYANSHU on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found
 Reason Code: 0x500ff
 Shutdown Type: power off
 Comment: "
"21-04-2026 11:08:57","Microsoft-Windows-Winlogon","Information","The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event."
"21-04-2026 11:08:57","Microsoft-Windows-Winlogon","Information","The winlogon notification subscriber <WSearch> was unavailable to handle a notification event."
"21-04-2026 11:08:57","ELAN/Service",,
"21-04-2026 11:08:57","ELAN/Service",,
"21-04-2026 11:08:57","ELAN/Service",,
"21-04-2026 11:08:57","ELAN/Service",,
"21-04-2026 11:08:57","ELAN/Service",,
"21-04-2026 11:08:57","ELAN/Service",,
"21-04-2026 11:08:57","Win32k","Warning","Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)"
"21-04-2026 11:08:57","Win32k","Warning","Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)"
"21-04-2026 11:08:57","Win32k","Warning","Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)"
"21-04-2026 11:08:57","ELAN/Service",,
"21-04-2026 11:08:56","ELAN/Service",,
"21-04-2026 11:08:56","ELAN/Service",,
"21-04-2026 11:08:56","ELAN/Service",,
"21-04-2026 11:08:56","ELAN/Service",,
"21-04-2026 11:08:56","ELAN/Service",,
"21-04-2026 11:08:56","ELAN/Service",,
"21-04-2026 11:08:54","Microsoft-Windows-IsolatedUserMode","Information","Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS."
"21-04-2026 11:08:54","Microsoft-Windows-Winsrv","Information","The following application attempted to veto the shutdown: PowerToys.MouseWithoutBorders.exe."
"21-04-2026 11:08:53","ELAN/Service",,
"21-04-2026 11:08:53","ELAN/Service",,
"21-04-2026 11:08:53","User32","Information","The process Explorer.EXE has initiated the power off of computer PRIYANSHU on behalf of user Priyanshu\priya for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
"21-04-2026 11:08:39","Microsoft-Windows-IsolatedUserMode","Information","Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS."
"21-04-2026 11:08:39","Microsoft-Windows-IsolatedUserMode","Information","Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS."
"21-04-2026 11:04:33","edgeupdate","Information","Service stopped."
"21-04-2026 11:03:55","Universal Print","Information","Initialization Successful. Enabled=false, CloudPrintSolution=Unknown, DiscoveryEndpoint=, OAuthAuthority=, OAuthClientId=, DiscoveryResourceId=, PrintResourceId="
"21-04-2026 11:03:55","Universal Print","Information","Device is neither AAD/Domain Joined or Workplace Joined."
"21-04-2026 11:03:38","ELAN/Service",,
"21-04-2026 11:03:37","ELAN/Service",,
"21-04-2026 11:03:37","ELAN/Service",,
"21-04-2026 11:03:34","ELAN/Service",,
"21-04-2026 11:03:33","ELAN/Service",,
"21-04-2026 11:03:33","ELAN/Service",,
"21-04-2026 11:03:33","ELAN/Service",,
"21-04-2026 11:03:33","ELAN/Service",,
"21-04-2026 11:03:33","ELAN/Service",,
"21-04-2026 11:03:33","ELAN/Service",,
"21-04-2026 11:03:33","ELAN/Service",,
"21-04-2026 11:03:33","HP Comm Recovery","Information","Resume from Connected Standby"
"21-04-2026 11:03:32","BTHUSB","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup."
"21-04-2026 11:03:32","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 7 to 8.

Reason PolicyChange 

BootId: 270"
"21-04-2026 11:03:32","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: Lid."
"21-04-2026 11:03:32","Microsoft-Windows-Kernel-Power","Information","Connectivity state in standby: Connected, Reason: None"
"21-04-2026 11:03:32","ELAN/Service",,
"21-04-2026 11:03:32","ELAN/Service",,
"21-04-2026 11:03:32","ELAN/Service",,
"21-04-2026 11:03:32","ELAN/Service",,
"21-04-2026 11:03:32","ELAN/Service",,
"21-04-2026 11:03:32","ELAN/Service",,
"21-04-2026 11:03:31","Win32k","Warning","Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)"
"21-04-2026 11:03:31","Win32k","Warning","Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)"
"21-04-2026 10:59:36","BTHUSB","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup."
"21-04-2026 10:59:35","Microsoft-Windows-Kernel-Power","Information","Connectivity state in standby: Disconnected, Reason: Policy Setting"
"21-04-2026 10:59:36","BROWSER","Information","The browser has forced an election on network \Device\NetBT_Tcpip_{6A15308C-4FD7-436D-B83D-274F0695A949} because a master browser was stopped."
"21-04-2026 10:59:29","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 6 to 7.

Reason 55 

BootId: 270"
"21-04-2026 10:59:25","HP Comm Recovery","Information","Resume from Connected Standby"
"21-04-2026 10:59:24","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"21-04-2026 10:59:24","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 5 to 6.

Reason 55 

BootId: 270"
"21-04-2026 10:59:24","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"21-04-2026 10:59:24","Microsoft-Windows-Kernel-Power","Information","Connectivity state in standby: Connected, Reason: None"
"21-04-2026 10:59:11","Microsoft-Windows-Kernel-Power","Information","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"21-04-2026 10:59:05","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 4 to 5.

Reason PolicyChange 

BootId: 270"
"21-04-2026 10:59:04","ELAN/Service",,
"21-04-2026 10:59:03","ELAN/Service",,
"21-04-2026 10:59:03","ELAN/Service",,
"21-04-2026 10:59:03","ELAN/Service",,
"21-04-2026 10:59:03","ELAN/Service",,
"21-04-2026 10:59:03","ELAN/Service",,
"21-04-2026 10:59:03","ELAN/Service",,
"21-04-2026 10:59:03","ELAN/Service",,
"21-04-2026 10:59:03","Win32k","Warning","Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)"
"21-04-2026 10:59:03","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: Lid."
"21-04-2026 10:59:03","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 3 to 4.

Reason PolicyChange 

BootId: 270"
"21-04-2026 10:59:03","Win32k","Warning","Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)"
